geometry_wkt,addr:street,highway
"LINESTRING (-97.3729304 27.731785, -97.3728139 27.7316055, -97.3727066 27.7314399, -97.3726176 27.7313028)",,service
"LINESTRING (-97.3728396 27.7312173, -97.3726176 27.7313028)",,service
"LINESTRING (-97.3726176 27.7313028, -97.3725523 27.7313154, -97.3724726 27.7313279, -97.3724008 27.7313431, -97.3723352 27.7313749, -97.3722972 27.7313932, -97.3722118 27.7314343, -97.3721758 27.7314426, -97.3721165 27.7314371, -97.3720798 27.7314244, -97.372029 27.7314067, -97.3717002 27.7312502, -97.3715872 27.7311964)",,service
"LINESTRING (-97.3726176 27.7313028, -97.3725813 27.7312469, -97.372374 27.7309309)",,service
"LINESTRING (-97.3725245 27.730749, -97.3724142 27.730785, -97.3723548 27.7307925, -97.3723223 27.7307775, -97.3722347 27.7306474, -97.3722276 27.7306174, -97.3722319 27.7305836, -97.3722799 27.7305223, -97.3723449 27.7304794)",,service
"LINESTRING (-97.3727871 27.7330017, -97.3726198 27.7329116, -97.3724515 27.7328138, -97.3722636 27.7327175, -97.3721127 27.7326253, -97.3720721 27.7325881, -97.3720466 27.7325468, -97.3720526 27.7325056, -97.3721308 27.7323698, -97.3721458 27.7323365, -97.3721533 27.7323019, -97.3721488 27.7322793, -97.3721338 27.732262, -97.371797 27.7320837, -97.3713974 27.7318849, -97.3712205 27.7317969)",,service
"LINESTRING (-97.3713974 27.7318849, -97.3713274 27.731999, -97.3713018 27.7320189, -97.371258 27.732034, -97.3712239 27.7320302, -97.371177 27.7320123, -97.3711129 27.7319796)",,service
"LINESTRING (-97.3717002 27.7312502, -97.3717955 27.7310771, -97.3718957 27.7309211)",,service
"LINESTRING (-97.4137766 27.6457538, -97.4136762 27.6457046, -97.4135967 27.6456811, -97.4134553 27.6456467, -97.4133298 27.6456122, -97.413275 27.6455919, -97.4132255 27.6455606, -97.4131902 27.6455324)",,service
"LINESTRING (-97.4141691 27.6457631, -97.4141718 27.6456899, -97.4141691 27.6456454, -97.4141582 27.6455948, -97.4141474 27.6455539, -97.4141419 27.6455226, -97.4141474 27.6454925, -97.4141773 27.6453505)",,service
"LINESTRING (-97.4115842 27.6457882, -97.4120125 27.6457874, -97.4123131 27.6457781, -97.4124007 27.6457781, -97.4124418 27.645765, -97.4124629 27.6457501, -97.4124882 27.6457258, -97.4125079 27.6456724, -97.4125353 27.6454734, -97.4125529 27.6453455, -97.4125484 27.6453193, -97.4125199 27.645281, -97.4124112 27.6451829, -97.4123859 27.6451651, -97.412348 27.6451595, -97.4123226 27.6451689, -97.4122815 27.6451866, -97.4122288 27.6452025, -97.4121771 27.645209, -97.4120199 27.6452062, -97.411939 27.6452038)",,service
"LINESTRING (-97.411939 27.6452038, -97.41192 27.6454031, -97.4118963 27.6454817, -97.4118675 27.6455271, -97.411835 27.6455559, -97.4117837 27.6455714, -97.4117275 27.6455725, -97.4116462 27.6455732)",,service
"LINESTRING (-97.411939 27.6452038, -97.4117163 27.6451971)",,service
"LINESTRING (-97.411695 27.6453329, -97.4114995 27.6453042, -97.4113753 27.6452808, -97.4113489 27.6452867, -97.4113264 27.6453066, -97.4112934 27.6453487, -97.4112604 27.6454096, -97.411226 27.6454997, -97.4112142 27.6455511, -97.4112168 27.6455827, -97.4112327 27.6456097, -97.411267 27.6456214, -97.4113053 27.645619, -97.4113327 27.6456103, -97.4113449 27.645598, -97.4113608 27.6455488, -97.4113766 27.6454716, -97.4113978 27.6454131, -97.4114268 27.6453616, -97.4114546 27.6453323, -97.4114995 27.6453042)",,service
"LINESTRING (-97.411331 27.6463061, -97.4111194 27.646198, -97.4110847 27.6461865, -97.4110651 27.6461884, -97.4110434 27.6462038, -97.4110141 27.6462365, -97.4109228 27.6463789, -97.4108956 27.6464338, -97.4108935 27.6464636, -97.4109109 27.6465137, -97.4109369 27.6465397, -97.4111094 27.6466511)",,service
"LINESTRING (-97.4224072 27.7457519, -97.4222989 27.7459077, -97.4222989 27.7459314, -97.4223135 27.7459541, -97.4228454 27.7462104, -97.4228819 27.7462169, -97.4229196 27.7461997, -97.4230263 27.7460518)",,service
"LINESTRING (-97.4222989 27.7459314, -97.4222179 27.7460671, -97.4221624 27.7461022, -97.4221062 27.7461199, -97.4220597 27.7461185, -97.4219407 27.7460688, -97.4214922 27.745855, -97.4213134 27.7457929, -97.421224 27.7457661, -97.4210441 27.7456845)",,service
"LINESTRING (-97.4221062 27.7461199, -97.4220371 27.7462051, -97.4219634 27.7463175, -97.4219224 27.746398, -97.4218433 27.7465371, -97.4217388 27.7466825, -97.4216785 27.7467809, -97.4216618 27.7468216, -97.421658 27.7468634, -97.4216717 27.7469118, -97.4216953 27.7469409, -97.4217612 27.7469783, -97.4219333 27.747057, -97.4220725 27.747102, -97.4221999 27.7471167, -97.4224444 27.747122, -97.422632 27.7472034, -97.4227295 27.7472533, -97.4227917 27.7472851)",,service
"LINESTRING (-97.420647 27.7464017, -97.4208399 27.7464808, -97.4208521 27.7464845)",,service
"LINESTRING (-97.4206033 27.7465164, -97.4207344 27.7465785, -97.4207779 27.7465939, -97.4207928 27.7466148, -97.4207935 27.7466379, -97.4206978 27.7467814, -97.4206632 27.7468274, -97.4206309 27.7468109, -97.4205996 27.7467924, -97.420507 27.7467375)",,service
"LINESTRING (-97.4206632 27.7468274, -97.4205955 27.7469576, -97.4205776 27.7469921, -97.4205554 27.7470444, -97.4205236 27.7470712, -97.4204889 27.7470849, -97.4204483 27.7470843, -97.420372 27.747057)",,service
"LINESTRING (-97.4205955 27.7469576, -97.4204377 27.7468863)",,service
"LINESTRING (-97.4225892 27.7481106, -97.422408 27.7480986, -97.4223268 27.7480932, -97.4221948 27.7480424, -97.4220456 27.747963, -97.4219004 27.7478857, -97.4218055 27.7478435, -97.4215741 27.7477406, -97.4214881 27.7476873, -97.4214255 27.7476485, -97.421768 27.7471263, -97.421812 27.7471065, -97.4218768 27.7471123, -97.422117 27.7472313, -97.4221416 27.7472589, -97.4221416 27.7473017, -97.4218055 27.7478435)",,service
"LINESTRING (-97.4214255 27.7476485, -97.4213526 27.747637, -97.4212895 27.7476588, -97.4210385 27.7480963, -97.4207422 27.7479537, -97.420385 27.7477819, -97.4203213 27.747707, -97.4201244 27.7476282)",,service
"LINESTRING (-97.4224865 27.7489519, -97.4223018 27.7489193, -97.4222671 27.7489131, -97.4220851 27.7488392, -97.421801 27.7487079, -97.4216828 27.7486422, -97.4216723 27.7485889, -97.4217025 27.7485211, -97.4220456 27.747963)",,service
"LINESTRING (-97.4226605 27.7475267, -97.422565 27.7474934, -97.422525 27.7474917, -97.4224919 27.7475124, -97.4224763 27.7475599, -97.422408 27.7480986)",,service
"LINESTRING (-97.422408 27.7480986, -97.4223608 27.7484876, -97.4223018 27.7489193)",,service
"LINESTRING (-97.4200451 27.7480294, -97.4203577 27.7482189, -97.4204639 27.7482775, -97.4208442 27.748457, -97.4211786 27.748614, -97.4214994 27.7487642, -97.4216719 27.7488298, -97.4220044 27.7489928, -97.4221779 27.7490748, -97.4222793 27.7491128, -97.4224654 27.7491517)",,service
"LINESTRING (-97.4222956 27.7495097, -97.4221914 27.7494425, -97.422168 27.7493674, -97.4203906 27.7484977, -97.4203208 27.748466, -97.4201167 27.7483734, -97.4200089 27.7483262)",,service
"LINESTRING (-97.4199941 27.7484944, -97.4202356 27.7485869, -97.4204729 27.7486909, -97.4210686 27.7489801, -97.4217524 27.749312, -97.4220843 27.7494591, -97.4221914 27.7494425)",,service
"LINESTRING (-97.4203208 27.748466, -97.4202356 27.7485869, -97.4201775 27.74868, -97.4201131 27.7487154, -97.4199753 27.7487075)",,service
"LINESTRING (-97.4199711 27.7492608, -97.4201091 27.749255, -97.4201427 27.749234, -97.4201525 27.7492057, -97.420155 27.7490402, -97.4201353 27.7490047, -97.4200984 27.7489873, -97.419967 27.7489873)",,service
"LINESTRING (-97.4218321 27.7497925, -97.4218116 27.7496969, -97.4217657 27.7496606, -97.4216968 27.7496367, -97.4213894 27.7496374, -97.4212855 27.7496392, -97.421205 27.7496406, -97.4208645 27.7496455, -97.4208024 27.7496626, -97.4207707 27.7497053, -97.4207721 27.7498091)",,service
"LINESTRING (-97.4212945 27.7498009, -97.4212855 27.7496392)",,service
"LINESTRING (-97.3433336 27.680109, -97.343577 27.6802308, -97.3432554 27.6807616, -97.3440715 27.6811773, -97.3437879 27.6816317, -97.3437546 27.6816908, -97.3438546 27.6817547, -97.3439019 27.6817966, -97.3439276 27.6818283)",,service
"LINESTRING (-97.3439276 27.6818283, -97.3438815 27.6818451, -97.3438586 27.6818721, -97.343825 27.6819424, -97.3438143 27.6819816, -97.3438174 27.6820235)",,service
"LINESTRING (-97.3437546 27.6816908, -97.342831 27.6812423)",,service
"LINESTRING (-97.3438174 27.6820235, -97.3436691 27.6822713)",,service
"LINESTRING (-97.3438174 27.6820235, -97.3438662 27.6819884, -97.343938 27.6818762, -97.3439276 27.6818283)",,service
"LINESTRING (-97.3423372 27.6816087, -97.3426123 27.6811276, -97.3426123 27.6810609, -97.3425828 27.6810115, -97.342409 27.6809244, -97.3421663 27.6808053, -97.3422745 27.6806165, -97.3425749 27.6801403, -97.3429632 27.6795246, -97.3429809 27.6794963, -97.3429909 27.6794802, -97.3435502 27.6785837)",,residential
"LINESTRING (-97.3686724 27.6799445, -97.3684742 27.679848, -97.3684305 27.6798446, -97.3684052 27.6798463, -97.3683265 27.6798515, -97.368061 27.6799158, -97.3677883 27.6799818, -97.3677377 27.6800028, -97.3677077 27.6800238, -97.3676935 27.680049, -97.3676887 27.6800742, -97.3676903 27.680133, -97.3677784 27.6803731, -97.3678927 27.6806847, -97.3679069 27.6807141, -97.3679512 27.6807505, -97.3681089 27.6808415)",,service
"LINESTRING (-97.3684052 27.6798463, -97.3678927 27.6806847)",,service
"LINESTRING (-97.3684159 27.6803528, -97.3687741 27.6805126, -97.3698829 27.681022, -97.3699143 27.6810405, -97.3699344 27.6810746, -97.3699361 27.6811202, -97.3698444 27.681605, -97.3698314 27.6816413, -97.3696174 27.6819777, -97.3695895 27.6819978, -97.3695616 27.6820086, -97.3695284 27.6820117, -97.3694891 27.6820086, -97.3689215 27.6817341, -97.3685042 27.6815269, -97.368478 27.6815107, -97.368457 27.6814952, -97.3684483 27.681479, -97.3684465 27.6814558, -97.3684483 27.6814241, -97.3684696 27.6813591, -97.3684642 27.6813372, -97.3684416 27.6813058, -97.3679734 27.6810572)",,service
"LINESTRING (-97.4615466 27.8061633, -97.461373 27.8061472, -97.4612235 27.8061261, -97.4607844 27.8060372, -97.4602143 27.8059261, -97.4601455 27.8058816, -97.4601151 27.805836, -97.4601006 27.8057751, -97.4601112 27.8056722, -97.4603334 27.8051469, -97.4604722 27.804955, -97.4605318 27.8048509, -97.4605742 27.80474)",,service
"LINESTRING (-97.3700225 27.7415362, -97.3702978 27.7413353, -97.3703355 27.741318, -97.3703668 27.7413134, -97.3704026 27.7413278, -97.3704957 27.7414091, -97.3705413 27.7414592, -97.370553 27.7414753, -97.3705537 27.7415018, -97.3705524 27.7415168, -97.3705179 27.7415624, -97.3702559 27.7417971)",,service
"LINESTRING (-97.4080806 27.7258441, -97.4081505 27.7257141, -97.4080574 27.7255354, -97.4079593 27.7255374, -97.4078435 27.7255749, -97.4077558 27.7256747)",,service
"LINESTRING (-97.42061 27.6575513, -97.4210799 27.6575471)",,service
"LINESTRING (-97.3700552 27.7303976, -97.3696599 27.730188)",,service
"LINESTRING (-97.6550321 27.8580301, -97.6549362 27.8585694, -97.6548979 27.8587848, -97.6549071 27.858847, -97.6549626 27.8588858, -97.6559927 27.8589771, -97.6566802 27.859038, -97.6567564 27.8590227, -97.6567888 27.8589982, -97.6568257 27.8588654, -97.6568864 27.8584644, -97.6569269 27.8581964)",,service
"LINESTRING (-97.5857855 27.853687, -97.5858535 27.8535726, -97.5858768 27.8535333, -97.5860117 27.8533625, -97.5861767 27.853172, -97.5862039 27.8531231, -97.586202 27.8530647, -97.5861437 27.8530209, -97.5859583 27.8528922, -97.5858884 27.8528647, -97.5858379 27.8528896, -97.5857894 27.8529686)",,service
"LINESTRING (-97.585075 27.8522479, -97.5852198 27.8523398, -97.5853994 27.8524626, -97.5854965 27.8525561, -97.5855295 27.8526376, -97.5855411 27.8526857, -97.5855266 27.8527303, -97.5854994 27.8527638)",,service
"LINESTRING (-97.5853407 27.8519305, -97.5854944 27.8520381, -97.5856394 27.8521336, -97.5857577 27.8522215)",,service
"LINESTRING (-97.5869388 27.8541288, -97.5869062 27.8542022, -97.5868958 27.8542409, -97.5868905 27.8542711, -97.5868609 27.8543857, -97.5868037 27.8545475, -97.5867418 27.8547261)",,service
"LINESTRING (-97.5866616 27.8540263, -97.5867268 27.8539098, -97.5868047 27.8537219, -97.5868683 27.8535987)",,service
"LINESTRING (-97.5870242 27.8541604, -97.5870334 27.8541371, -97.5870541 27.8540845, -97.5870703 27.8540435, -97.5871244 27.853888, -97.5871975 27.8537713)",,service
"LINESTRING (-97.587634 27.8543859, -97.5875648 27.8545212, -97.5875106 27.8546538, -97.5874198 27.8548623)",,service
"LINESTRING (-97.5877569 27.8544309, -97.5878165 27.8543713, -97.5878686 27.8543085, -97.5879194 27.8542463, -97.58796 27.8541691, -97.5879816 27.854126)",,service
"LINESTRING (-97.5989723 27.8528474, -97.5988584 27.8527793, -97.5988455 27.8527637, -97.5988431 27.8527419, -97.5993341 27.8521624, -97.5994641 27.852252)",,service
"LINESTRING (-97.5993341 27.8521624, -97.5991802 27.8520285, -97.5988831 27.8517699, -97.598714 27.8516328, -97.5986881 27.8516287, -97.5986564 27.8516349, -97.5986247 27.8516567, -97.597873 27.8525348)",,service
"LINESTRING (-97.5998696 27.8536941, -97.6001746 27.8533321, -97.6004632 27.8529784, -97.6004721 27.8529389, -97.6004602 27.8529087, -97.6004245 27.8528837, -97.5999039 27.8525392, -97.5996093 27.8523468, -97.5994641 27.852252)",,service
"LINESTRING (-97.5996093 27.8523468, -97.5993424 27.852669, -97.5993149 27.8526838, -97.5992865 27.8526881, -97.59926 27.8526769, -97.5991671 27.8526116)",,service
"LINESTRING (-97.5992541 27.8533361, -97.5994089 27.8531419, -97.5994136 27.8531291, -97.5994089 27.8531124, -97.5993904 27.8530918, -97.5992311 27.8530059, -97.5989723 27.8528474)",,service
"LINESTRING (-97.5990753 27.8532358, -97.5992311 27.8530059)",,service
"LINESTRING (-97.5991248 27.8534533, -97.5990107 27.8536143)",,service
"LINESTRING (-97.5985308 27.854889, -97.5982658 27.8547914, -97.5982188 27.8547672, -97.5982051 27.8547412, -97.598208 27.8547108, -97.5984863 27.8543625, -97.5985177 27.8543495, -97.598552 27.8543461, -97.5986127 27.8543677, -97.598796 27.8544894)",,service
"LINESTRING (-97.5990107 27.8536143, -97.5989818 27.8536502, -97.5989576 27.853667, -97.5989298 27.8536743, -97.5988858 27.8536734, -97.5987382 27.8535864)",,service
"LINESTRING (-97.5990107 27.8536143, -97.5990396 27.853658, -97.5992503 27.85382, -97.5992719 27.8538625, -97.5992768 27.8539015, -97.5992582 27.8539465, -97.5992432 27.853964, -97.5991985 27.8540163, -97.598872 27.854398, -97.598796 27.8544894, -97.5987358 27.8545617, -97.598531 27.8548017, -97.5985222 27.854839, -97.5985222 27.8548581, -97.5985308 27.854889, -97.5992898 27.8551411)",,service
"LINESTRING (-97.5669651 27.841351, -97.5668144 27.8421432)",,residential
"LINESTRING (-97.2164814 27.6219693, -97.2163435 27.621999, -97.2160837 27.6220369, -97.216063 27.6220711, -97.2160844 27.6221242, -97.2161229 27.622133, -97.21621 27.6221343, -97.216427 27.6220742, -97.2165024 27.6220628)",,service
"LINESTRING (-97.2990708 27.6356753, -97.2993072 27.6352827)",,service
"LINESTRING (-97.2969638 27.6362312, -97.2965093 27.6360027, -97.2964436 27.6359697, -97.2964337 27.6359647, -97.2963512 27.6359387, -97.2962461 27.6359226, -97.2961083 27.6359327, -97.295993 27.6359367, -97.2959049 27.6359156, -97.2958133 27.6358679)",,residential
"LINESTRING (-97.2967962 27.6354087, -97.2964436 27.6359697, -97.2961182 27.6364807, -97.2959967 27.6366715)",,residential
"LINESTRING (-97.4345462 27.7395313, -97.4344156 27.7396923, -97.4341734 27.7400591, -97.4340827 27.7402387, -97.4341184 27.7402913, -97.4344665 27.7404702, -97.4346193 27.7405378, -97.4346193 27.7405814, -97.4345819 27.7406715, -97.4346125 27.7407046, -97.4348706 27.7408113, -97.4349351 27.7407978, -97.4349895 27.7407166, -97.4350438 27.7407031, -97.4352543 27.7407993, -97.4353545 27.7408038, -97.4354768 27.7406159, -97.4355804 27.7404506, -97.4356925 27.7402596, -97.4356612 27.7401704, -97.435702 27.7400744)",,service
"LINESTRING (-97.3652751 27.6710112, -97.3652388 27.671118, -97.365175 27.6713056, -97.3650273 27.6717401, -97.3649379 27.6719393)",,service
"LINESTRING (-97.4645104 27.7922311, -97.464396 27.7922323, -97.4642334 27.7922076, -97.4642165 27.7920079, -97.4641857 27.7915888, -97.4642558 27.791481, -97.464424 27.791476, -97.4645078 27.7914785)",,service
"LINESTRING (-97.4626647 27.7934, -97.4625187 27.7934007, -97.4624234 27.7934068, -97.4624191 27.7931381, -97.4625136 27.7931373, -97.4626674 27.7931456)",,service
"LINESTRING (-97.3986009 27.7949762, -97.3987062 27.7949762, -97.3987438 27.7949773, -97.3987722 27.7949689, -97.3987877 27.7949492, -97.3987979 27.7949056, -97.398803 27.7947675, -97.3987775 27.7947404, -97.39873 27.7947299, -97.3986063 27.7947299)",,service
"LINESTRING (-97.3986063 27.7947299, -97.3986317 27.7941937)",,secondary
"LINESTRING (-97.3986009 27.7949762, -97.3986063 27.7947299)",,secondary
"LINESTRING (-97.3996702 27.7955259, -97.3998109 27.7955359, -97.3998692 27.7955577, -97.3999117 27.795637, -97.3999364 27.7957618, -97.3999364 27.795843, -97.3999341 27.7958946, -97.3998938 27.7960016)",,service
"LINESTRING (-97.4005568 27.7942553, -97.4005694 27.7944226, -97.4005849 27.7944852, -97.4006145 27.7945045, -97.4006531 27.794525, -97.4008447 27.794533)",,service
"LINESTRING (-97.4007972 27.7960937, -97.4006464 27.7960905, -97.4005989 27.7960725, -97.4005633 27.796035, -97.4005293 27.7959539, -97.4005225 27.7958293, -97.400548 27.7956911, -97.4005785 27.795622, -97.4006261 27.795562, -97.4006855 27.795553, -97.4008129 27.7955485)",,service
"LINESTRING (-97.411201 27.660689, -97.4110369 27.6605858, -97.4109132 27.6605018, -97.4107854 27.660447, -97.4106082 27.6603594)",,service
"LINESTRING (-97.4117652 27.6607784, -97.4118727 27.66079, -97.4122421 27.6608364)",,service
"LINESTRING (-97.4114594 27.6607104, -97.4114439 27.6608063, -97.4114192 27.6609033, -97.4113754 27.6609688, -97.4112795 27.6610852)",,service
"LINESTRING (-97.4495725 27.7972184, -97.4495781 27.7970128, -97.4495931 27.7964617)",,service
"LINESTRING (-97.4492019 27.7972113, -97.4492129 27.7970386, -97.4491965 27.7969587, -97.4491787 27.796897, -97.4491828 27.7968196, -97.4491951 27.7966877, -97.4491883 27.7966417, -97.4491664 27.7966091, -97.4490603 27.796566)",,service
"LINESTRING (-97.450288 27.7972322, -97.450299 27.7970738, -97.4503099 27.7966721, -97.4502935 27.7966382, -97.4502539 27.7966334, -97.4501226 27.7966382, -97.4500993 27.7966503, -97.4500741 27.7966861, -97.4500527 27.7970378, -97.4500509 27.7970675, -97.4500412 27.7972274)",,service
"LINESTRING (-97.4505875 27.797238, -97.4505956 27.797124, -97.4505784 27.7970763, -97.4505348 27.7970256, -97.4505141 27.79698, -97.4504958 27.7969079, -97.450496 27.7968339, -97.4504969 27.7965326)",,service
"LINESTRING (-97.4497147 27.7972212, -97.4497088 27.7970517, -97.4496958 27.7970323, -97.4496928 27.7970278, -97.4496459 27.7970075, -97.4495781 27.7970128)",,service
"LINESTRING (-97.4509298 27.7972445, -97.4509425 27.7970758, -97.4509608 27.7970028, -97.450986 27.7969145, -97.4510491 27.7968456, -97.4511382 27.7967739, -97.4513014 27.7966427, -97.4513668 27.7966132, -97.4514505 27.7965889, -97.4516152 27.796561)",,service
"LINESTRING (-97.4492656 27.7960301, -97.4493867 27.7960415, -97.4494709 27.7960423, -97.4495414 27.796043, -97.449928 27.7960324)",,service
"LINESTRING (-97.4491696 27.7938619, -97.4492602 27.793765, -97.4493411 27.7936957, -97.4494336 27.793643, -97.4495039 27.793606, -97.4495902 27.7935399)",,service
"LINESTRING (-97.4497059 27.7942155, -97.4498565 27.794064, -97.4500402 27.793925, -97.4501904 27.7937976, -97.4502509 27.7938495, -97.450309 27.7939021)",,service
"LINESTRING (-97.4489047 27.7936872, -97.4489853 27.7935809, -97.4490929 27.7934542, -97.4491952 27.7933487, -97.4492308 27.7933133)",,service
"LINESTRING (-97.4476997 27.7940534, -97.4478927 27.794123, -97.4480763 27.794195)",,service
"LINESTRING (-97.4497445 27.7999316, -97.4497493 27.7996185, -97.4497656 27.7985619, -97.4497684 27.798455, -97.4497903 27.798404, -97.4498095 27.798353, -97.4498123 27.7982316, -97.4497738 27.7982122, -97.4497327 27.7982, -97.4497107 27.7981442, -97.4496672 27.7981298, -97.4494064 27.7981234)",,service
"LINESTRING (-97.4500255 27.7972271, -97.4500254 27.7974133, -97.4500245 27.7974405, -97.4500164 27.7974638, -97.4499666 27.7975158, -97.4499367 27.7975567, -97.4499141 27.7976064, -97.4498978 27.7976961, -97.4498978 27.7978106)",,service
"LINESTRING (-97.4495578 27.7972181, -97.4495509 27.7973859, -97.4495451 27.7974156, -97.4495173 27.797434, -97.4494503 27.797435, -97.4493856 27.7974248, -97.4493706 27.7973951, -97.449366 27.797343, -97.4493615 27.7972144)",,service
"LINESTRING (-97.4487997 27.7974173, -97.4489843 27.7974941, -97.4490065 27.7975136, -97.4490256 27.7975555, -97.4490185 27.7976071, -97.4489823 27.7976907, -97.4489532 27.7977156, -97.4488999 27.7977298, -97.4488707 27.7977263, -97.4487321 27.7976874)",,service
"LINESTRING (-97.4504804 27.7972359, -97.4504739 27.7973905, -97.4504756 27.7974842, -97.4504695 27.7975624, -97.4504476 27.7976314, -97.4504301 27.7977042, -97.4504021 27.797825)",,service
"LINESTRING (-97.3880205 27.7538581, -97.3878346 27.7539473, -97.3877995 27.753909, -97.3876542 27.7537104, -97.3876959 27.7536793, -97.3878456 27.7535951)",,service
"LINESTRING (-97.401441 27.6909941, -97.4013388 27.6910507, -97.4013194 27.6911019, -97.4013726 27.6911159, -97.4014883 27.6910604)",,service
"LINESTRING (-97.4013194 27.6911019, -97.4013053 27.691109, -97.401282 27.6911118, -97.401197 27.6910945, -97.4011174 27.6910782, -97.4006657 27.6910335, -97.4006352 27.6910345, -97.4004618 27.6910405, -97.4003999 27.6911603, -97.4003792 27.6913624)",,service
"LINESTRING (-97.3059422 27.6250352, -97.3060385 27.6251027, -97.3060807 27.6251218, -97.3061526 27.6251343, -97.3062357 27.6251526, -97.3062948 27.6251751, -97.3065014 27.6252766, -97.3068104 27.6254238, -97.3068339 27.6254405, -97.3068451 27.6254679, -97.3068451 27.6255112, -97.3068261 27.6255496, -97.3067791 27.6256158)",,service
"LINESTRING (-97.3059422 27.6250352, -97.3059249 27.6251357, -97.3059044 27.6251873, -97.3058672 27.6252603, -97.3058146 27.625375, -97.3057743 27.625453, -97.3056931 27.6256286, -97.3056114 27.6258005, -97.305612 27.6258323, -97.3056306 27.6258798, -97.305674 27.6259523, -97.3057203 27.6259851, -97.3059131 27.626079, -97.3062227 27.6262247, -97.3062718 27.6262417, -97.3063046 27.6262423, -97.3063288 27.626231)",,service
"LINESTRING (-97.3059422 27.6250352, -97.3058271 27.6250997, -97.3057576 27.6251247, -97.3055585 27.6251829, -97.3054195 27.6252229, -97.3054045 27.625232, -97.3053885 27.6252678, -97.305397 27.6253136)",,service
"LINESTRING (-97.3059422 27.6250352, -97.3058064 27.6250048, -97.3057787 27.6250048, -97.3056812 27.6250319, -97.3055823 27.6250754, -97.3055488 27.6250978, -97.3055083 27.6251408, -97.3054873 27.6251566, -97.3054504 27.6251694, -97.3053969 27.6251769, -97.3053565 27.6251736, -97.3053414 27.6251686, -97.3053363 27.6251644)",,service
"LINESTRING (-97.3060062 27.6249869, -97.3059681 27.6248966, -97.3059307 27.6247986, -97.3058974 27.6247553, -97.3058714 27.6247345, -97.3058445 27.6247195, -97.3058119 27.6247148, -97.3057825 27.624722, -97.3057482 27.6247437, -97.3057204 27.6247742, -97.3057138 27.6248017, -97.3057245 27.6248241, -97.3058764 27.6249765, -97.3059422 27.6250352)",,service
"LINESTRING (-97.2991755 27.665944, -97.2987815 27.6657407, -97.2987451 27.6657226)",,service
"LINESTRING (-97.3506614 27.6977267, -97.3507676 27.6975712, -97.3508031 27.6975544, -97.3508539 27.6975618, -97.3511221 27.6976957, -97.3511517 27.6977208, -97.3511599 27.6977511, -97.3511493 27.6977825, -97.3510614 27.6979255)",,service
"LINESTRING (-97.3523187 27.6998483, -97.3522157 27.6997971, -97.351724 27.6995526, -97.3503366 27.6988637, -97.350149 27.69877, -97.3499882 27.6986896, -97.3498045 27.6985982, -97.3494282 27.6984109, -97.3493298 27.698362, -97.3491473 27.6982712, -97.3486515 27.6980217, -97.348839 27.6977098, -97.3489102 27.6975996, -97.3489719 27.6975041)",,service
"LINESTRING (-97.3497592 27.6978894, -97.3494282 27.6984109)",,service
"LINESTRING (-97.3506685 27.698336, -97.3505633 27.6984986, -97.3503366 27.6988637)",,service
"LINESTRING (-97.3520641 27.6990298, -97.3519633 27.6991847, -97.351724 27.6995526)",,service
"LINESTRING (-97.3517988 27.7006593, -97.3515731 27.7005485, -97.3510755 27.7003017, -97.351058 27.7002764, -97.3510612 27.7002496, -97.3510834 27.7002172, -97.3512441 27.6999791, -97.3512791 27.699965, -97.3513348 27.6999636, -97.3514032 27.6999749, -97.351451 27.6999692, -97.351486 27.6999509, -97.3515178 27.6999101, -97.351724 27.6995526)",,service
"LINESTRING (-97.3482424 27.7011157, -97.3483073 27.7010106, -97.3483725 27.7009089, -97.3484749 27.700756, -97.3485753 27.7006035, -97.3486745 27.7004526, -97.3487723 27.7003041, -97.3488775 27.7001442, -97.3489755 27.6999953, -97.3490723 27.6998482, -97.3491419 27.6997425, -97.3491751 27.6997035, -97.3492205 27.6996743, -97.3492724 27.6996681, -97.3493248 27.6996728, -97.3493694 27.699659, -97.3494036 27.6996204, -97.3499882 27.6986896)",,service
"LINESTRING (-97.5150605 27.812705, -97.5150145 27.8128186, -97.5150109 27.8129107, -97.5150743 27.8131994, -97.5150911 27.8133718, -97.5151604 27.8139345, -97.5151855 27.8139821, -97.5153111 27.8140286, -97.5154749 27.8140202, -97.5155132 27.8139546, -97.5155072 27.8136881, -97.5154857 27.8132565, -97.5154823 27.8128777)",,service
"LINESTRING (-97.5476756 27.813493, -97.547992 27.8134937, -97.5490168 27.8134774, -97.5490485 27.8134813, -97.5490685 27.813495, -97.5490832 27.8135133, -97.5490935 27.8135583, -97.5490932 27.8140913, -97.5490796 27.8141183, -97.5490373 27.8141333, -97.5489831 27.8141438, -97.5476808 27.8141407)",,service
"LINESTRING (-97.3054526 27.6472675, -97.3055165 27.647227, -97.3055893 27.6471138, -97.3057718 27.6468108)",,service
"LINESTRING (-97.3050884 27.6464727, -97.3049812 27.6466538, -97.3045686 27.6473374)",,service
"LINESTRING (-97.3036876 27.6469388, -97.303834 27.6469827, -97.3038993 27.6469827, -97.304022 27.646853, -97.3043397 27.646285, -97.3043955 27.6461307)",,service
